file,segment,width,MDM/PROFILE,LOG/SYSTEM,BUG_TYPE,NET/ENERGY,APPS/FIN/SNS,JOURNAL/SHORTCUT/CALENDAR,EXT/INTEGRATION/UIJACK,VENDORS,VULN/CHIP/FW,FLAME
SiriSearchFeedback-2025-06-02-125059.ips,tail,178888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,tail,182888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,tail,188888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,222,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,2288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,8888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,12288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,18888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,22288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,28888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,32288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,38888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,42288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,48888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,52288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,58888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,62888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,68888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,72288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,78888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,82288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,88888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,92288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,98888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,102288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,108822,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,112288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,118888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,122288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,128888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,132288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,138888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,142288,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,148888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,152888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,158888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,162888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,168888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,172888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,178888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,182888,0,0,1,0,0,0,0,0,0,0
SiriSearchFeedback-2025-06-02-125059.ips,raw,188888,0,0,1,0,0,0,0,0,0,0
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,222,0,0,1,0,0,0,0,0,0,0
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,888,0,0,1,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,2288,0,0,1,0,0,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,8888,0,0,1,0,1,1,0,0,0,19
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,12288,0,0,1,0,1,1,0,0,0,24
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,18888,0,0,1,0,2,1,0,0,0,36
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,22288,0,0,1,0,3,1,0,0,0,42
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,28888,0,0,1,0,5,1,0,0,0,55
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,32288,0,0,1,0,5,1,0,0,0,61
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,38888,0,0,1,0,7,1,0,3,0,72
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,42288,0,0,1,0,7,1,0,3,0,77
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,48888,0,0,1,0,7,1,0,3,0,90
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,52288,0,0,1,0,7,1,0,3,0,96
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,58888,0,0,1,0,7,1,0,3,0,110
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,62888,0,0,1,0,7,1,0,3,0,118
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,68888,0,0,1,0,10,1,0,3,0,129
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,72288,0,0,1,0,10,1,0,3,0,134
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,78888,0,0,1,0,11,1,0,3,0,149
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,82288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,88888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,92288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,98888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,102288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,108822,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,112288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,118888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,122288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,128888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,132288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,138888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,142288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,148888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,152888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,158888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,162888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,168888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,172888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,178888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,182888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,head,188888,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,222,0,0,1,0,0,0,0,0,0,0
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,888,0,0,1,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,2288,0,0,1,0,0,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,8888,0,0,1,0,1,1,0,0,0,19
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,12288,0,0,1,0,1,1,0,0,0,24
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,18888,0,0,1,0,2,1,0,0,0,36
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,22288,0,0,1,0,3,1,0,0,0,42
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,28888,0,0,1,0,5,1,0,0,0,55
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,32288,0,0,1,0,5,1,0,0,0,61
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,38888,0,0,1,0,7,1,0,3,0,72
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,42288,0,0,1,0,7,1,0,3,0,77
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,48888,0,0,1,0,7,1,0,3,0,90
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,52288,0,0,1,0,7,1,0,3,0,96
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,58888,0,0,1,0,7,1,0,3,0,110
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,62888,0,0,1,0,7,1,0,3,0,118
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,68888,0,0,1,0,10,1,0,3,0,129
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,72288,0,0,1,0,10,1,0,3,0,134
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,78888,0,0,1,0,11,1,0,3,0,149
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,82288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,88888,0,0,1,0,12,1,0,3,0,169
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,92288,0,0,1,0,13,1,0,3,0,177
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,98888,0,0,1,0,14,1,0,3,0,189
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,102288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,108822,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,112288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,118888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,122288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,128888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,132288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,138888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,142288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,148888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,152888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,158888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,162888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,168888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,172888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,178888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,182888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,mid,188888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,222,0,0,0,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,888,0,0,0,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,2288,0,0,0,0,1,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,8888,0,0,0,0,3,0,0,0,0,17
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,12288,0,0,0,0,3,0,0,0,0,24
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,18888,0,0,0,0,4,0,0,3,0,34
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,22288,0,0,0,0,5,0,0,3,0,39
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,28888,0,0,0,0,5,0,0,3,0,52
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,32288,0,0,0,0,5,0,0,3,0,58
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,38888,0,0,0,0,5,0,0,3,0,70
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,42288,0,0,0,0,5,0,0,3,0,78
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,48888,0,0,0,0,6,0,0,3,0,90
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,52288,0,0,0,0,8,0,0,3,0,97
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,58888,0,0,0,0,9,0,0,3,0,110
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,62888,0,0,0,0,9,0,0,3,0,118
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,68888,0,0,0,0,9,0,0,3,0,129
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,72288,0,0,0,0,10,0,0,3,0,138
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,78888,0,0,0,0,11,0,0,3,0,151
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,82288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,88888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,92288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,98888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,102288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,108822,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,112288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,118888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,122288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,128888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,132288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,138888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,142288,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,148888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,152888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,158888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,162888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,168888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,172888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,178888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,182888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,tail,188888,0,0,0,0,12,0,0,3,0,157
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,222,0,0,1,0,0,0,0,0,0,0
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,888,0,0,1,0,0,0,0,0,0,2
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,2288,0,0,1,0,0,0,0,0,0,4
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,8888,0,0,1,0,1,1,0,0,0,19
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,12288,0,0,1,0,1,1,0,0,0,24
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,18888,0,0,1,0,2,1,0,0,0,36
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,22288,0,0,1,0,3,1,0,0,0,42
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,28888,0,0,1,0,5,1,0,0,0,55
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,32288,0,0,1,0,5,1,0,0,0,61
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,38888,0,0,1,0,7,1,0,3,0,72
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,42288,0,0,1,0,7,1,0,3,0,77
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,48888,0,0,1,0,7,1,0,3,0,90
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,52288,0,0,1,0,7,1,0,3,0,96
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,58888,0,0,1,0,7,1,0,3,0,110
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,62888,0,0,1,0,7,1,0,3,0,118
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,68888,0,0,1,0,10,1,0,3,0,129
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,72288,0,0,1,0,10,1,0,3,0,134
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,78888,0,0,1,0,11,1,0,3,0,149
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,82288,0,0,1,0,11,1,0,3,0,154
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,88888,0,0,1,0,12,1,0,3,0,169
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,92288,0,0,1,0,13,1,0,3,0,177
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,98888,0,0,1,0,14,1,0,3,0,189
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,102288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,108822,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,112288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,118888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,122288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,128888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,132288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,138888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,142288,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,148888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,152888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,158888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,162888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,168888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,172888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,178888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,182888,0,0,1,0,14,1,0,3,0,191
xp_amp_app_usage_dnu-2025-06-02-123949.ips,raw,188888,0,0,1,0,14,1,0,3,0,191
My-Viettel-App-MDM.pdf,head,222,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,2288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,8888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,12288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,18888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,22288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,28888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,32288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,38888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,42288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,48888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,52288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,58888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,62888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,68888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,72288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,78888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,82288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,88888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,92288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,98888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,102288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,108822,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,112288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,118888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,122288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,128888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,132288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,138888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,142288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,148888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,152888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,158888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,162888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,168888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,172888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,178888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,182888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,head,188888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,222,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,2288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,8888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,12288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,18888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,22288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,28888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,32288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,38888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,42288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,48888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,52288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,58888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,62888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,68888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,72288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,78888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,82288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,88888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,92288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,98888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,102288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,108822,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,112288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,118888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,122288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,128888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,132288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,138888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,142288,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,148888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,152888,0,0,0,0,0,0,0,0,0,0
My-Viettel-App-MDM.pdf,mid,158888,0,0,0,0,0,0,0,0,0,0
